,date,text
885,2022-12-06,Viviana bags order for execution of 33KV DPDC transmission line from Adani Green in Gujarat
886,2022-12-06,Ratnamani Metals bags new orders worth ₹262.5 cr
887,2022-12-06,"Maruti to recall suspected vehicles for inspection & replacement of faulty part, free of cost"
888,2022-12-06,"Sula Vineyards India #IPO to open on December 12 & close on December 14

➡️IPO to comprise up to 26.9 m #secondary shares"
889,2022-12-06,Bharti Airtel launches one pack for travel across 184 countries starting ₹649
890,2022-12-06,"Dish TV (@DishTV_India) appoints Sunil Kumar Gupta, Madan Mohanlal Verma, Gaurav Gupta as Independent Directors"
891,2022-12-06,Sula Vineyards Likely To Announce Its IPO Plans Tomorrow
892,2022-12-06,Ircon International bags order worth Rs 122 crore from Sri Lanka Railways
893,2022-12-06,Centre to allow foreign funds to own over 51% in IDBI Bank
894,2022-12-06,Goldman Sachs plans to invest 'tens of millions' in crypto companies: Report
895,2022-12-06,Vedanta to consider raising Rs 500 cr via #NCDs on December 9
896,2022-12-06,"Siemens emerges as lowest bidder (L1) for 9000 HP electric locomotives project in Dahod, Gujarat"
897,2022-12-06,abrdn Investment Management to sell entire 10.21% stake in HDFC AMC
898,2022-12-07,Mastek partners with UK-based alternative parcels for Oracle Cloud Solutions
899,2022-12-07,"GMR Airports & NIIF partner to invest in three airports including Greenfield International airports at Mopa, Goa & Bhogapuram, Andhra Pradesh"
900,2022-12-07,"Seimens buzzing in trade, up nearly 5% on being declared lowest bidder for 9,000 HP electric locomotives project in Gujarat"
901,2022-12-07,"Tata Motors in focus
PTI reports, Tata Motors is expected to increase the prices for passenger vehicles from January 2023"
902,2022-12-07,"Dollar investments in #India have doubled in the last 10 years. Believe investors will look at #China to trim positions to allocate to India, says Sunil Singhania"
903,2022-12-07,RBI  lowers FY23 GDP growth forecast to 6.8% from 7% earlier
904,2022-12-07,FY23 CPI inflation forecast kept unchanged at 6.7%
905,2022-12-07,Tata Tele (Mah) to offer Microsoft Azure to small & medium businesses
906,2022-12-07,DaburIndia announces entry into women’s personal hygiene space with the launch of ‘Fem Ultra Care Sanitary Napkins’
907,2022-12-07,Narmada Gelatines | #Board declares special interim #dividend of ₹100/share for #FY23
908,2022-12-07,"CONCOR disinvestment is an independent activity & #government has recently conducted meetings with potential investors, Railway Ministry to #Parliament"
909,2022-12-07,CRISIL assigns ‘CRISIL AAA/Stable’ rating to infrastructure #bonds of @AxisBank
910,2022-12-07,"Arun Kumar Singh appointed Chairman of @ONGC_ for 3 years

Alert: Arun Kumar Singh was the Ex-CMD of BPCL"
911,2022-12-07,Aster DM Healthcare & Faruk Medical City sign contract to develop healthcare services in Iraq
912,2022-12-07,"Gradiente Infotainment announces project outlay of ₹1,100 cr for Media & Entertainment Industry. Company is setting up an Over-The-Top (OTT) platform and application is developed and is ready for roll-out by the end of January 2023"
913,2022-12-07,"Sobha Clarification | Provisional attachment of ₹201.6 cr under #PMLA by #ED has no impact on the company’s operations, believe that no wrongdoing has been done from our side"
914,2022-12-07,Market closes lower amid volatility after a 35 bps rate hike by RBI
915,2022-12-07,"Vodafone Idea in talks with ATC for extending OCD issuance of Rs1,600 crore"
916,2022-12-07,"Macrotech Developers fixes #QIP floor price at Rs 1,022.75/share"
917,2022-12-07,HCL Tech (@hcltech) ties up with #Intel & #Mavenir to deliver #5G enterprise technology solutions
918,2022-12-07,"VA Tech Wabag appoints Pankaj Malhan as Deputy MD & Group CEO w.e.f. today (December 07)

➡️Appoints Rajiv Mittal as Chairman & MD w.e.f. today (December 07)"
919,2022-12-07,"Strong #November For General Insurers!

General Ins Ind Prem +22% (YoY)
Health Ins Ind Prem +34% (YoY)

👍ICICI Lombard Prem +19% (YoY)
👍Star Health Prem +16% (YoY)

👎New India Yet To Fire Up (Prem +6% YoY) 

Slight Mkt Share 🔼For ICICI Lom, 🔽For New India"
920,2022-12-07,"Lumax Industries to set up new #Greenfield project at Chakan, Pune

▶️To avail long term #credit facilities for the project

▶️Project expected to be #commissioned by Q2FY24"
921,2022-12-08,Talbros Automative bags multi-year order worth ₹60 cr
922,2022-12-08,@elonmusk bankers mull @Tesla margin loan to cut risky #Twitter debt
923,2022-12-08,Triveni Engg Large Trade | 2.75 cr shares (11.5% Equity) worth ₹776.5 cr change hands at an avg ₹280/sh
924,2022-12-08,JSW Steel November crude steel production is up 16% At 1.69 mt YoY
925,2022-12-08,"Dharmaj Crop lists at Rs 266/sh, at a premium of 12.2% from issue price of Rs 237/sh"
926,2022-12-08,Greaves Cotton to unveil 5 new products across electric 2 & 3-wheelers at the Auto Expo 2023
927,2022-12-08,Dredging Corp bags order worth ₹60 cr from Numaligarh Refinery
928,2022-12-08,Trent to divest approximately 3.22% stake held in Tata Unistore to Tata Digital for Rs 24.14 cr
929,2022-12-08,#Kalpataru Power #Board approves issuance of #NCDs worth ₹99 crore on private placement basis
930,2022-12-08,"JSPL in focus
JSPL wins bid to acquire Monnet Power via IBC route for ₹410 cr"
931,2022-12-08,Kalyan Jewellers targets to open 52 showrooms in 2023
932,2022-12-08,"Raised ₹720 cr by selling 2%  of promoter holding. Infused ₹623 cr by the promoters into Inox Wind to strengthen balancesheet. Will not sell any more promoter stake of Gujarat Fluoro, says Devansh Jain of InoxGFL Group"
933,2022-12-08,"MF cos in focus
🔴Govt allows PSU cos to invest in all debt schemes of SEBI-regulated MFs
🔴Alert: Till now, PSUs were allowed to invest only in debt-based schemes of public sector MFs
🔴Alert: Public sector MFs are MFs where govt, its institutions hold >50% eq"
934,2022-12-08,"BharatPe Vs Ashneer Grover Case | @bharatpeindia  files 2,800-page civil suit & criminal complaint against Ashneer Grover, wife & family members. Delhi HC has summoned Ashneer Grover and his Wife, Delhi HC heard BharatPe case today"
935,2022-12-08,Vadilal Board approves purchase of the ‘Vadilal’ brand from ‘Vadilal International’
936,2022-12-08,Shakti Pumps forms subsidiary for EV business
937,2022-12-08,From Bloomberg | #Unilever said to weigh $3 billion #sale of US ice cream brands
938,2022-12-08,Hindustan Unilever to #acquire 19.8% in #Nutritionalab for Rs 70 crore
939,2022-12-08,"Hindustan Unilever to acquire 100% in Zywie Ventures (Oziva) in two tranches

⭕️To acquire first tranche of 51% on or before January 02, 2023 for Rs 264.28 cr

⭕️To acquire second tranche of 49% three years after the first tranche"
940,2022-12-08,"Reserve Bank Of India (@RBI) signs bilateral #swap pact with #Maldives Monetary Authority

⭕️Pact enables Maldives to make #drawals of up to $200 million"
941,2022-12-08,Ahluwalia Contracts bags construction order worth Rs 55.39 cr
942,2022-12-08,One 97 Communications board to consider share #Buyback on December 13
943,2022-12-10,"Major #oil pipeline outage to hit U.S. stockpiles, refinery supplies"
944,2022-12-10,"Putin says #Russia could cut #oil production over the West's 'stupid' price cap, From @Reuters"
945,2022-12-10,DIPAM Secy (@SecyDIPAM) says: #Government has received about Rs 100 crore from #CONCOR as dividend tranche
946,2022-12-10,Emami increases stake in Brillare Science to 80.59% from 77.53%
947,2022-12-10,Kalpataru Power raises Rs 99 cr via #NCDs on private placement basis
948,2022-12-10,V-Guard #Board approves acquisition of 100% stake in Sunflame Enterprises for ₹660 crore
949,2022-12-10,Som Distilleries & Breweries board approves fund raise of Rs 49 cr via #RightsIssue of shares
950,2022-12-10,"Marico arm, Marico South East Asia Corp, acquires Viatnamese company #BeautyX for Rs 172 cr"
951,2022-12-10,Asta Micro Board approves fund raise of up to ₹400 cr via NCDs on private placement basis
952,2022-12-10,JSPL is purchasing assets of Monnet Power in accordance with the IBBI #liquidation process on a slump #sale manner
953,2022-12-10,"Kirloskar Electric recalls all laid off workmen at company’s Govenahalli Unit w.e.f January 01, 2023"
954,2022-12-10,Vadilal Board approves sale of #shares of Vadilal Forex & Consultancy Services & Majestic Farm House
955,2022-12-10,Vedanta board approves fund raise of Rs 800 cr via NCDs on pvt placement basis
956,2022-12-10,YESBANK gets @RBI nod for #Carlyle Group & Verventa Holdings investment by in the bank. The bank shall now engage with the investors for the completion of the proposed capital raise
957,2022-12-10,Bajaj Cons board approves share buyback of up to 33.7 lakh shares at Rs 240/sh worth Rs 80.9 Cr via open market
958,2022-12-10,L&T arm in share purchase agmt to acquire minority stake in US-based oPRO. ai  for $1 m
959,2022-12-10,"EoIs for #CONCOR could be invited by January 2023. #SCI, #BEML transactions likely to close next FY; May receive financial bids this FY

Hope to achieve this FY #divestment aim via OFSs"
960,2022-12-10,KPI Green arm commissions 38.76 MWp Solar Power projects
961,2022-12-10,"Working on Hindustan Zinc OFS, there will be some dilution, govt official"
962,2022-12-10,"#Snapdeal to withdraw DRHP for $152 m India #IPO, due to market conditions"
963,2022-12-10,TVS Motor Singapore arm in agreement to acquire EV-related tech & assets in Germany
964,2022-12-10,Pricol gets NCLT nod for scheme of amalgamation of Pricol Wiping Systems with co
965,2022-12-10,GMM Pfaudler arm to acquire 100% stake in Mixel France SAS for €7 m
966,2022-12-12,MTAR Tech signs #MoU with Indian National Space Promotion & Authorization centre to design & develop two stage to low Earth orbit liquid small satellite launch vehicle
967,2022-12-12,"HOEC has resumed oil production from D-1 well in its B-80 field, located in western offshore, after arresting a leak in the SCSSV control line"
968,2022-12-12,VA Tech Wabag secures industrial waste water treatment order in Romania worth about ₹260 cr
969,2022-12-12,"LTI Mindtree under pressure
🔴Company expects demand moderation & one-off costs to weigh on H2 performance
🔴Co expects a weaker margin trajectory in H2

#Source: Emkay Report On LTI Mindtree"
970,2022-12-12,Uniparts India lists at a discount of 0.3% at ₹575/sh vs issue price of ₹577/sh on @NSEIndia
971,2022-12-12,"Windfall Tax may be lowered again on the back of fall in crude oil, diesel cracks. #Govt pegs threshold for levy of windfall tax if crude oil around $75/bbl , sources tell @Sapna_CNBC 

Alert: Diesel cracks down close to half of $50/bbl high, crude trends lower 

Here's more"
972,2022-12-12,KPI Green developing 24.90 mw solar power projects under captive power producer segment
973,2022-12-12,"Yes Bank at 52-week high, stock up nearly 7%"
974,2022-12-12,"M&M November production up 69% YoY & up 9% MoM at 61,140 units"
975,2022-12-12,"Bodal Chemicals allots 29.70 lakh #shares of company to SPS Processors #shareholders post #merger. The #Board also recommends new #business segment, 'Synthetic Organic Chem' (APl & its intermediates)"
976,2022-12-12,PSP Projects bags orders worth ₹115.5 cr
977,2022-12-12,#Microsoft to buy nearly 4% stake in London Stock Exchange Group
978,2022-12-12,"Kirloskar Brothers in focus
Sharehloders reject proposal to investigate expenses & examine conduct of board & independent directors"
979,2022-12-12,"Dalmia Bharat to #acquire #cement, #clinker, and #power plant from JP Assoc"
980,2022-12-12,HCL Tech expands partnership with Mondelēz International
981,2022-12-12,"Reliance Infra In Focus
SC asks Centre to give clarity on ₹4,500 cr payment to Rel Infra"
982,2022-12-12,"@RBI report on inflation can’t be made public as regulations don’t allow to do that, MoS Fin tells Lok Sabha

#Inflation"
983,2022-12-12,"Dalmia Cement to acquire cement assets of Jaypee Group for ₹5,666 crore"
984,2022-12-12,V-Guard signs definitive agreement to acquire 100% in Sunflame Enterprises for Rs 660 cr
985,2022-12-12,JP Assoc gains 10% & JP Power up 11% on asset divestment
986,2022-12-12,"Oil marketing cos gain on crude slide, BPCL, HPCL up 3-5%

Aviation stocks rise on increased demand & Crude fall, IndiGo up 3%

PNB rises another 3% today on positive brokerage note"
987,2022-12-12,"November #CPI at 5.88% Vs CNBC-TV18 poll of 6.3%

⭕️#November CPI at 5.88% Vs 6.77% (MoM) & 4.91% (YoY)

#inflation"
988,2022-12-12,Tata Motors board gives in-principle approval for partial #divestment of company’s investment In Tata Technologies via #IPO route
989,2022-12-12,"#JustIn | KEC International bags orders worth Rs 1,349 cr across is various businesses"
990,2022-12-12,"Tawang Sector Incident: On December 09, #Indian and #Chinese troops had a face off in Tawang, Arunachal Pradesh, sources tell @Parikshitl 

⭕️Indian Army troops contested PLA troops in a firm and resolute manner"
991,2022-12-12,BGR Energy bags orders worth Rs 330 cr from Indian Oil Corp (@IndianOilcl)
992,2022-12-12,"#Sula IPO Day 1 Update | Total subscription at 28%; HNI: 18%, Retail: 48%"
993,2022-12-13,TataMotors to increase #price of commercial #vehicles from January 2023
994,2022-12-13,TataMotors  will be increasing the #prices of its commercial #vehicles up to 2% from January 2023. The price increase will vary as per individual model and variant
995,2022-12-13,"Dr Lal in focus 
Delhi Govt will provide 450 types of medical tests free of cost from Jan 1 at its hospitals & health centres"
996,2022-12-13,"Adani Cement unveils ‘Geoclean’, its waste management arm. Geoclean to up thermal substitution rate to 30% by 2027 for #ACC & #Ambuja"
997,2022-12-13,TCS ties up with Gujarat Government to impart digital skills in schools
998,2022-12-13,"AB Cap in focus
Birla mulls selling insurance broking unit housed under AB Cap: Bloomberg"
999,2022-12-13,#JustIn | #NTPC begins commercial operation of entire capacities of Devikot solar PV projects
1000,2022-12-13,"Bandhan Bank in focus
Company receives ₹916.6 cr claim under Govt scheme for FY23"
1001,2022-12-13,Route Mobile in pact with Uganda Telecommunications Corporation for networking solutions
1002,2022-12-13,FTX founder Sam Bankman-Fried arrested in the Bahamas after US files criminal charges
1003,2022-12-13,"Dalmia Bharat, JP Assoc & JP Power deal consideration shall be in the form of cash"
1004,2022-12-13,"According to our knowledge, the situation at China-India border is stable, says China Foreign Ministry"
1005,2022-12-13,Elon Musk hints his support for right-wing Rabbit Hole
1006,2022-12-13,"Diagnostic stocks slip on Delhi govt’s plan of increased free tests at govt clinics

Oil mktg cos fall as crude rises, HPCL down 2%, BPCL falls 1%

Laurus, Escorts Kubota, Can Fin, Godrej Cons, AU SFB, Biocon are top Midcap losers"
1007,2022-12-13,Dredging Corporation gets Government order of Rs 770 crore
1008,2022-12-13,"Kothari Sugar’s Kattur Unit commences operations w.e.f December 12, 2022"
1009,2022-12-13,"STEP1: PAY 100RS ENTRY FEE
Payment number- 9711780818
Gpay upi id - Himanshuahuja0007@oksbi

2: Send SCREENSHOT here after payment 👇

https://chat.whatsapp.com/Lqz2jGSu6AV4VHhhKgBDwu

3: WE WILL ADD YOU TO PREMIUM GROUP"
1010,2022-12-13,#JustIn | @YESBANK Board approves allotment of shares & warrants to #Carlyle Group & #Advent Intl. The lender to issue a total of 369.61 crore shares & 256 crore convertible warrants
1011,2022-12-13,"KFin Technologies #IPO to open on December 19, to close on December 21; to raise Rs 1,500 cr"
1012,2022-12-13,"GST Council likely to #defer the proposal to finalise #GST taxability on #crypto assets, sources"
1013,2022-12-13,Patel Engineering to consider #fund raise via #RightsIssue on December 16
1014,2022-12-13,"Sula IPO Day 2 Update | Total Subscription At 59%; HNI: 45%, Retail: 99%

#IPOUpdate"
1015,2022-12-13,"Globally, India is our No.1 priority... high demand makes India's real estate market attractive"" says @DonaldJTrumpJr"
1016,2022-12-13,"Piramal Enterprises arm, Piramal Capital & Housing Finance (#PCHFL) acquires 100% stake in PRL Agastya for Rs 90 cr"
1017,2022-12-14,Airtel launches #5G services in #Lucknow
1018,2022-12-14,"M&M (@MahindraRise) says investment of ₹10,000 cr for EVs approved under Maharashtra Govt’s Industrial Promotion Scheme. Co will invest over 7-8 years for setting up EV mfg unit, development, and production of Mahindra’s upcoming Born Electric Vehicles (BEVs"
1019,2022-12-14,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business
1020,2022-12-14,Varun Beverages becomes sixth largest FMCG firm after six years of listing. The stock has more than doubled in 2022 against 8.6% drop in Godrej Cons
1021,2022-12-14,"Welspun Corp receives possession of moveable properties from the liquidator of ABG Shipyard. Arm receives possession of immovable property at Dahej, Gujarat from the liquidator"
1022,2022-12-14,"Indian Energy Exchange (IEX), has become a Carbon Neutral Power Exchange. IEX is now India’s first carbon-neutral Power Exchange, using market based tradable instruments to offset its carbon emissions"
1023,2022-12-14,"Sources say
🔴Old videos of Indian & Chinese forces clashing at LAC are circulating on social media
🔴These videos are not related to the recent face-off between Indian and Chinese forces in #Tawang"
1024,2022-12-14,"Jubilant Pharmova | US FDA completes #inspection of company’s Active Pharmaceutical Ingredients (#API) #manufacturing facility at Nanjangud. The regulator has issued eight observations for the facility 

#USFDA"
1025,2022-12-14,JustIn | HG Infra is declared lowest bidder for a #project worth Rs 997.11 cr from NHAI (@NHAI_Official)
1026,2022-12-14,Shalby provides $9.45 m letter of credit for working capital facilities for #US arm
1027,2022-12-14,"NBCC secures total #business of ₹300.41 crore in November, 2022"
1028,2022-12-14,Apollo Hospitals (@HospitalsApollo) approves allotment of #NCDs worth ₹105 crore to #ICICIBank on private placement basis
1029,2022-12-14,"#Financial creditor files #plea before #NCLT, alleging default on ₹38.3 crore payment & seeks initiation of corporate #insolvency resolution process"
1030,2022-12-14,Affle to #issue up to 35 lakh #equity shares via preferential issue
1031,2022-12-14,Kerala Ayurveda says US regulator awards patent for a herbal formulation
1032,2022-12-14,"Colgate is top Midcap loser as brokerage maintain neutral stance post analyst call

Page Ind, strides, Abbott, HPCL, PNB are top Midcap losers"
1033,2022-12-14,Govt working to further bring down inflation: Nirmala Sitharaman in Lok Sabha
1034,2022-12-14,"Sapphire Foods promoter shareholders  considering #selling 41.4 lakh shares in 1 or more tranches

⭕️Two promoters include Sapphire Foods Mauritius & Sagista Realty Advisors"
1035,2022-12-14,#JustIn | Sapphire Foods' shareholder WWD Ruby considering #selling up to 31.77 lakh shares in 1 or more tranches by December 21
1036,2022-12-14,#JustIn | Ramkrishna Forgings to #buy up to 51% of #TSUYO Manufacturing in phases
1037,2022-12-14,"Poonawalla Fincorp to #sell its housing arm to TPG Group for Rs 3,900 cr"
1038,2022-12-14,#JustIn | #Government announces #OFS for IRCTC (@IRCTCofficial) at Rs 680/share
1039,2022-12-14,"Government to sell #max 5% via OFS in #IRCTC

⭕️IRCTC #OFS has #base size of 2.5% & #Greenshoe option of 2.5%"
1040,2022-12-14,IRCTC (@IRCTCofficial) OFS for non-retail investors opens on December 15 & for #retail on December 16
1041,2022-12-14,"Tamilnad Mercantile Bank enters into #corporate agency agreement with Kotak Mahindra General Insurance for #marketing, #distribution & #selling general insurance #products"
1042,2022-12-14,Power Grid (@pgcilindia) #Directors panel approves Rs 330.61 cr investment for #Rajasthan project
1043,2022-12-14,"Sula IPO Day 3 Update | Total #subscription at 2.33x; #QIBs: 4.13x, #HNI: 1.51x, #Retail: 1.65x"
1044,2022-12-14,JB Chemicals & Pharma board approves #acquisition of Glenmark’s #Razel franchise for Rs 313.7 crore
1045,2022-12-14,"Dilip Buildcon | RBL-DBL JV executes contract agreement worth Rs 1,061 cr with Gujarat Metro Rail Corporation (#GMRC)"
1046,2022-12-15,Fed Meeting 2022 Live: Fed lifts key rate by half-point and signals more to come
1047,2022-12-15,"Fertiliser stocks see a sharp surge, Madras Fert up more than 17%, FACT & Mangalore Chem rise over 8% each"
1048,2022-12-15,"General Insurance Corp buzzing in trade, stock up more than 9% in today's session & up 25% this week"
1049,2022-12-15,KPI Green bags order of 33 MW solar power plant
1050,2022-12-15,"IRCTC in focus
Government announces OFS for company at ₹680/sh"
1051,2022-12-15,"Poonawalla Fincorp in focus
Company to sell its housing arm to TPG Group for ₹3,900 cr"
1052,2022-12-15,Rice Exporter Association to call on Government to remove rice export curbs. #India usually accounts for almost 40% of world rice exports
1053,2022-12-15,"#JustIn | L&T bags order in the range of ₹1,000-2,500 cr"
1054,2022-12-15,"US Futures erase gains, Dow Futures slip more than 300 points from highs"
1055,2022-12-15,"Kalpataru Power bags new orders worth ₹1,397 crore"
1056,2022-12-15,Bharti Airtel partners Tech Mahindra to deploy Captive Pvt Network at its Chakan Facility
1057,2022-12-15,Tata Elxsi extends its technology network to Frankfurt to spur digital engineering
1058,2022-12-15,"eClerx Services reduces buyback price to ₹1,750 from ₹1,900/sh"
1059,2022-12-15,MaxHealth board approves ₹300 crore fund for arm Max Hospitals & allied services. Transfer of Gurugram land parcel has been cancelled by Haryana Shehri Vikas Pradhikaran (HSVP)
1060,2022-12-15,Arfin India bags #export order from #steel plant of #SaudiArabia worth ₹350 crore
1061,2022-12-15,Hindustan Foods to #acquire Reckitt Benckiser Healthcare India’s #Khasra manufacturing facility for Rs 156 crore
1062,2022-12-15,"@Wipro has been selected by #Mazda Motors Logistics Europe for application #transformation in a five-year, multi-million Dollar deal"
1063,2022-12-15,"Indian Renewable Energy Development Agency (#IREDA) signs Rs 4,450 cr #loan pact with #SJVN Green Energy for 1,000 MW #solar project at #Bikaner"
1064,2022-12-15,#JustIn | Bank of England (@bankofengland) hikes interest rates by 50 bps to 3.5%
1065,2022-12-15,Infosys to announce #Q3 results on January 12
1066,2022-12-15,"Deepak Fertilisers board gives in-principle approval to the scheme of arrangement between STL, DMSPL & MFTPL
 
⭕️Alert: STL is Smartchem Technologies

⭕️Alert: DMSPL is Deepak Mining Services 

⭕️Alert: MFTPL is Mahadhan Farm Technologies"
1067,2022-12-15,"Incredible that market has been steady even as #FIIs sold $30 billion. #Power of #domestic buying kept the market afloat, says S Naren, CIO, ICICI Pru AMC          

Did not #anticipate the 20% rally from June lows on local #buying, he added."
1068,2022-12-15,"Hindustan Petroleum (@HPCL) board approves raising up to Rs 10,000 cr via #NCDs on a private placement basis"
1069,2022-12-15,"US initial #jobless claims in the week-ended December 10 at 211,000 Vs 231,000 in the previous week"
1070,2022-12-15,"Shriram Transport board to consider interim #dividend, #fund raising on December 24"
1071,2022-12-15,KPI Green signs long-term Power Purchase Agreement (PPA) for sale of 7.50 MW #solar power with Tata Motors (@TataMotors)
1072,2022-12-15,Sources on GMM Pfaudler: #Promoter to sell 1.34 cr shares (29.88% equity) via #BlockDeal
1073,2022-12-15,"India November trade #deficit at $23.89 bn Vs $21.23 bn (YoY)
 
⭕️India November #exports at $31.99 bn Vs $31.80 bn (YoY) 

⭕️India November #imports at $55.88 bn Vs $53.03 bn (YoY)"
1074,2022-12-16,"EIL bags order for 30,000 mtpa Polysilicon & 500 mtpa Monosilane project from Mundra Solar"
1075,2022-12-16,Reliance is biggest beneficiary to a sharp cut in #windfalltax on diesel & ATF
1076,2022-12-16,"Upstream oil companies in focus
Govt announces reduction in Windfall Tax on crude, petrol, diesel & ATF"
1077,2022-12-16,"Next #budget will follow the spirit of the previous budget, we will scale it up and take it for the next 25 yrs, says Finance Minister @nsitharaman at the 95th @ficci_india's Annual Convention and Annual General Meeting (AGM)"
1078,2022-12-16,"SIP flows are extremely strong, non-SIP flows going into #debt instruments. Overnight debt #funds now yielding 6%. Multi-asset products #invest in #equity, #debt, #gold, #InvITs, says S Naren of ICICI Prudential AMC in a #CNBCTV18Exclusive interview to @_prashantnair"
1079,2022-12-16,Patel Engg Board approves fund raise of ₹350 cr via rights issue
1080,2022-12-16,TVS Motor launches TVS RR 310 & TVS RTR 200 at Expo Moto in Mexico
1081,2022-12-16,Equitas SFB gets RBI nod for acquisition of shares in bank by Franklin Templeton MF
1082,2022-12-16,Dilip Buildcon receives letter of acceptance for ₹976 Cr #NHAI order
1083,2022-12-16,L&T wins two ‘significant’ orders for its hydrocarbon business
1084,2022-12-16,India's forex reserves grew $2.91 bn to $564.06 bn as of Dec 9
1085,2022-12-16,"Exports flat at $31.99 bn in Nov, trade deficit at $23.89 bn"
1086,2022-12-16,"Centre's share sale in IRCTC oversubscribed with bids worth ₹3,800 cr on day 1"
1087,2022-12-16,India successfully test fires Agni-5 nuclear-capable ballistic missile
1088,2022-12-16,Infosys to announce Q3 results on Jan 12
1089,2022-12-16,"The National Commission for Protection of Child Rights (@NCPCR_) issues #summons to Byju's CEO over allegations of hard selling its courses, exploiting students"
1090,2022-12-16,"#JustIn | Bengaluru Metropolitan Transport Corporation (#BMTC) signs agreement with Tata Motors’ arm, #TML Smart City Mobility Solutions, for operating 921 #electric buses in #Bengaluru

@TataMotors"
1091,2022-12-16,"JSW Infra likely to file IPO #DRHP by January/February 2023, launch #IPO by May 2023, sources tell @YashJain88 

⭕️Alert: JSW Infra is among top 5 #port cos in India & operates #seaports & #terminals

⭕️Alert: CNBC-TV18 have written to #JSWInfra, awaiting company's response"
1092,2022-12-16,"#JustIn | Phoenix Mills #acquires 7.22 acre of land  parcel in #Surat, Gujarat, to develop #premium #retail destination for Rs 510 cr"
1093,2022-12-16,"Tech Mahindra (@tech_mahindra) approves sale of 100% stake in #Dynacommerce Holdings B.V. for €6.6 m

⭕️Company to sell Dynacommerce Commerce to #Comviva Netherlands B.V."
1094,2022-12-16,"Dilip Buildcon receives Letter of Acceptance (LoA) for Rs 1,647 cr NHAI (@NHAI_Official) order"
1095,2022-12-17,PSUs hire ICICI Securities to sell stakes in PTC India
1096,2022-12-17,"No #rates has been increased in this #GSTCouncil meeting. We took up 8 of 15 agendas in this meet, the remaining will be carried out in the next meet, says Finance Minister (@FinMinIndia), Nirmala Sitharaman (@nsitharaman)"
1097,2022-12-17,"Yes Bank concludes transfer of identified NPA portfolio to JC Flowers ARC. Identified stress pool of ₹48,000 cr as on March 31 & adjusted net of recoveries as on November 30 transferred"
1098,2022-12-17,Bajaj Consumer Care appoints Kiara Advani as brand ambassador for its almond hair oil brand
1099,2022-12-17,"RITES, KOEL sign MoU to explore business opportunities"
1100,2022-12-19,IndiGo announces 21 additional flights in winter schedule for 2022-23
1101,2022-12-19,"Vodafone Idea has lost subscribers for 19th month in a row. In 2022 so far, it has lost nearly 2 cr subscribers"
1102,2022-12-19,"#UPI Payment system has been phenomenally successful. Transactions worth 55% of #GDP are happening on UPI. Agri, different languages, credit access will see deployment of #AI, says Information Technology Minister @AshwiniVaishnaw at Google For India Event"
1103,2022-12-19,"CDSL buys office space at Marathon Futurex, Lower Parel for ₹163 crore"
1104,2022-12-19,"Bharti Airtel launches #5G services in #Shimla 

#BhartAirtel"
1105,2022-12-19,"Yes Bank in focus 
Bank to sell identified stress worth ₹48,000 cr to JC Flowers ARC"
1106,2022-12-19,"L&T in focus
Company to sell its entire 51% stake in L&T IDPL to Epic Concesiones"
1107,2022-12-19,"KEC International bags new orders worth ₹1,313 cr"
1108,2022-12-19,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC"
1109,2022-12-19,"Market closes higher after slipping in last two sessions

Market regains Friday’s losses with Sensex & Nifty rising 1% each

Reliance, HDFC, ITC lift Nifty while IT majors (TCS & Infosys) drag"
1110,2022-12-19,"#JustIn | In Elon Musk’s (@elonmusk) #Twitter poll, majority voted for him to step down as Twitter #Head  

⭕️57% of 1.75 crore people voted, want Elon Musk to #Quit as Twitter Head

⭕️Elon Musk in Tweet poll: ‘Will abide by results of the Twitter poll"
1111,2022-12-19,"#JustIn | Sterling & Wilson #promoters to sell up to 5.27% stake in company via #OFS

⭕️Promoter, Khurshed Daruvala to #sell 1.58% stake (#base issue: 1.07%, over #subscription: 0.51%)"
1112,2022-12-19,NBCC India bags construction order worth Rs 69.3 cr from Odisha Power Transmission Corporation (#OPTCL)
1113,2022-12-19,Dabur promoters likely to sell shares worth Rs 800 cr via block deals on Dec 20
1114,2022-12-19,"Just Dial: Promoter Reliance Retail Ventures to sell 2% in co

RRVL to sell stake via open market sale to achieving minimum public shareholding"
1115,2022-12-19,IRB Infra board meeting on Jan 4 to consider stock split
1116,2022-12-19,"Just Dial: Promoter Reliance Retail Ventures to sell 2% in co

RRVL to sell stake via open market sale to achieving minimum public shareholding"
1117,2022-12-20,Nikkei sees a sharp fall after BoJ's announcement of raising Yield target
1118,2022-12-20,#NTPC starts commercial operations of 100 MW of 300 MW Nokhra Solar PV Project in Bikaner
1119,2022-12-20,Capacite Infra bags order worth ₹117.2 cr from DLF for mall construction in Goa
1120,2022-12-20,Dollar was at 137.50 before BoJ decision and is now at 133 against Yen
1121,2022-12-20,Axiscades Tech renews contract with #Airbus for engineering services
1122,2022-12-20,ISGEC bags orders for Dry Sorbent Injection System Package from State Power Utilities
1123,2022-12-20,Salasar Tech bags 2 #orders worth ₹748.5 crore from Pashchimanchal Vidyut Vitran Nigam Limited (PVVNL)
1124,2022-12-20,Maruti Suzuki blames high taxes for low car ownership
